0,0,544793690,262,1201
1,0,1815517030,27,2410
2,0,710629404,54,865
3,0,1847090855,146,2054
4,0,933365132,29,1391
5,0,1850479372,143,1671
6,0,1000507319,16,1382
7,0,1354571390,176,1794
8,0,839830234,247,1978
9,0,568181101,138,2951
10,0,340915506,139,2483
11,0,1012346409,222,2866
12,0,736585464,133,1983
13,0,1248611454,187,2571
14,0,1670409362,296,67
15,0,1373486946,212,2038
16,0,1693966508,70,2432
17,0,1115371515,135,827
18,0,1953038840,178,1509
19,0,85378289,20,218
20,0,341385976,188,230
21,0,117248844,102,733
22,0,1010531417,136,1353
23,0,665337236,116,1744
24,0,560901280,270,1536
25,0,1302090161,290,1756
26,0,1308636668,242,1874
27,0,1417822800,81,2102
28,0,2060323674,183,2910
29,0,1729635132,125,2451
30,0,915806407,93,1946
31,0,27020692,20,1164
32,0,1993380133,24,1573
33,0,1056159858,44,266
34,0,1106776037,138,225
35,0,1600522428,67,883
36,0,1978073511,163,3117
37,0,622747133,93,3073
38,0,678133209,227,631
39,0,529890919,17,1298
40,0,667592270,255,1330
41,0,957214312,0,1296
42,0,532414549,34,2595
43,0,41153549,102,2714
44,0,1456345291,171,1734
45,0,470981825,26,691
46,0,825909348,268,2804
47,0,1527176068,225,1294
48,0,2058062117,283,750
49,0,1288241999,32,1098
50,0,21589062,131,2558
51,0,713024471,130,195
52,0,1451169364,262,417
53,0,494238012,181,2878
54,0,1681947562,166,2395
55,0,2033094023,137,2805
56,0,1591229049,245,1526
57,0,865599350,265,731
58,0,1687116021,299,2341
59,0,1313619658,139,727
60,0,307443866,73,2692
61,0,2105148591,105,775
62,0,518198828,104,1433
63,0,1120907555,94,1947
64,0,786251047,231,1393
65,0,1108296674,280,748
66,0,2089179454,21,3162
67,0,605096330,258,1540
68,0,1568113218,135,2040
69,0,262518866,17,914
70,0,1820968336,248,1000
71,0,138822307,0,1652
72,0,163581982,7,2231
73,0,2063339753,8,66
74,0,356373140,290,2134
75,0,982897114,267,3153
76,0,464551674,66,901
77,0,1169578525,177,3101
78,0,229155993,273,348
79,0,703157225,27,2518
80,0,2065554762,172,2553
81,0,1182246402,263,3173
82,0,1348101678,189,921
83,0,1685072710,27,2082
84,0,4881703,28,1842
85,0,608712983,166,2089
86,0,571898446,190,299
87,0,1069052174,209,2265
88,0,528421652,12,744
89,0,385473595,206,147
90,0,2023695986,9,395
91,0,1591513295,173,2593
92,0,1059148921,57,3123
93,0,539068499,40,2902
94,0,1899618584,32,3082
95,0,1553652146,142,211
96,0,1497195104,122,2630
97,0,574237044,83,1914
98,0,1086824818,84,382
99,0,1132328230,189,706
100,0,1491918372,125,2877
101,0,1313177006,116,1258
102,0,1456353740,214,2370
103,0,1250028809,55,394
104,0,1115743665,144,588
105,0,1497466246,122,2578
106,0,1473931147,177,2081
107,0,1761284981,212,688
108,0,1200402111,52,2922
109,0,927261405,149,1890
110,0,241993239,95,171
111,0,584379278,108,2708
112,0,1145215795,44,1629
113,0,1050935363,59,2660
114,0,2145159475,282,3031
115,0,911215823,97,2985
116,0,1604035168,278,1442
117,0,2085280245,68,1927
118,0,2049562707,162,962
119,0,17099380,2,2322
120,0,1057166914,160,3116
121,0,932349479,34,3186
122,0,241711387,125,1562
123,0,179227008,55,1557
124,0,163852516,251,3038
125,0,869290577,191,2181
126,0,1333026752,153,2758
127,0,777842670,194,567
128,0,437307094,217,3028
129,0,1616062829,287,1989
130,0,1923093310,13,338
131,0,555731262,24,3032
132,0,1876798970,247,813
133,0,368582987,54,1775
134,0,1558307785,123,1320
135,0,329936944,247,596
136,0,1522432583,269,1689
137,0,930654061,19,1006
138,0,1243087069,160,2685
139,0,846309752,176,650
140,0,1568809336,79,2121
141,0,2027764693,54,985
142,0,988892055,45,1230
143,0,1064105016,89,2785
144,0,54010796,131,2354
145,0,1095547336,267,2734
146,0,541252585,96,2504
147,0,1559359368,281,2688
148,0,119202130,199,1415
149,0,838842274,56,686
150,0,411041299,234,1293
151,0,374555642,130,2705
152,0,1189031270,248,1713
153,0,337846661,252,1826
154,0,833129847,82,2388
155,0,384177776,43,2175
156,0,1669159558,38,2966
157,0,399017962,193,2975
158,0,41524110,35,323
159,0,971684259,18,2993
160,0,152157137,122,3152
161,0,256922654,1,1413
162,0,1072655659,288,2924
163,0,1487288299,6,1813
164,0,107662592,263,86
165,0,184473907,21,1019
166,0,1214123612,183,853
167,0,694354442,189,2100
168,0,765630801,76,1970
169,0,2075076694,71,206
170,0,911941852,18,1299
171,0,2138302889,171,1906
172,0,574805209,50,1745
173,0,1446314358,206,1389
174,0,1029687717,86,1674
175,0,1376169217,222,3101
176,0,1682242447,167,1648
177,0,1003711905,43,2481
178,0,1686045276,160,624
179,0,392423574,174,2763
180,0,1734433062,249,2895
181,0,1130266454,156,2314
182,0,515486195,260,307
183,0,1668807596,45,2405
184,0,1895834583,135,1649
185,0,1291935030,286,2060
186,0,299224650,16,1635
187,0,1046630446,38,2411
188,0,1586126715,87,1822
189,0,1448152234,280,1547
190,0,1338756591,211,2133
191,0,1526190151,182,1137
192,0,1324754979,50,2621
193,0,1369598190,177,1181
194,0,914712410,37,881
195,0,143811033,149,821
196,0,128561474,129,595
197,0,1715511701,78,716
198,0,1184816043,210,512
199,0,1119313052,37,763
200,0,2079449286,117,925
201,0,1084025093,143,962
202,0,1918502395,100,869
203,0,975235140,269,2598
204,0,222378981,80,690
205,0,340877388,260,1161
206,0,1103811085,2,269
207,0,1110830321,269,1253
208,0,633863220,13,1745
209,0,1744975177,0,2192
210,0,33870600,238,2458
211,0,1450719991,239,3004
212,0,1502543305,55,1673
213,0,1712586063,93,1345
214,0,1289124485,205,1992
215,0,572434316,45,3079
216,0,1400907715,190,1849
217,0,198125393,194,413
218,0,1801046784,16,3092
219,0,382649598,161,1844
220,0,1338427647,297,3115
221,0,310321491,214,1501
222,0,875940717,227,2672
223,0,702616597,166,1175
224,0,2041227501,275,2992
225,0,959935651,186,1463
226,0,345256487,8,2376
227,0,1096337737,192,1316
228,0,1828209785,12,365
229,0,534843080,58,867
230,0,1321434147,148,1021
231,0,1592775327,227,2910
232,0,839774654,287,338
233,0,846784898,10,1364
234,0,825533190,103,2950
235,0,1545832639,160,3143
236,0,90271181,78,925
237,0,752206884,292,2592
238,0,1322603905,131,1111
239,0,261298473,189,1786
240,0,111817448,104,1389
241,0,1404874611,5,627
242,0,1756412485,126,1335
243,0,456134906,92,2764
244,0,1070720874,98,2064
245,0,758362393,299,1769
246,0,1405830392,243,1008
247,0,293308820,268,3126
248,0,631670061,99,2285
249,0,1135291087,7,2623
250,0,753966749,236,567
251,0,784724907,215,2951
252,0,936504829,33,520
253,0,1418448042,40,124
254,0,1952378711,210,1365
255,0,281767472,262,1515
256,0,1945692637,283,81
257,0,1601779430,11,133
258,0,394887441,50,1422
259,0,908637421,23,1914
260,0,968328649,270,2825
261,0,1188809577,244,939
262,0,323100271,274,416
263,0,1855983813,9,3198
264,0,987846954,14,1715
265,0,475852957,164,1504
266,0,673509730,66,2375
267,0,97846462,72,829
268,0,123644761,71,2704
269,0,528050415,94,2734
270,0,1042910886,81,3199
271,0,93054789,0,738
272,0,2125259873,153,604
273,0,1701469775,266,2517
274,0,1426815937,150,2398
275,0,663274901,123,1066
276,0,594594790,132,924
277,0,830029561,8,3029
278,0,893021397,189,2240
279,0,417390432,15,141
